0,1
2.6674,1
2.6674,0.960953
2.6674,0.959454
2.6265,0.957955
2.6265,0.956456
2.6266,0.954957
2.5856,0.953458
2.5857,0.951959
2.5857,0.95046
2.5448,0.950461
2.5448,0.948961
2.5449,0.947463
2.5449,0.945963
2.5859,0.945962
2.627,0.94596
2.627,0.944462
2.6271,0.942963
2.6271,0.941464
2.6272,0.939964
2.6683,0.938464
2.6683,0.936965
2.6684,0.935466
2.7095,0.933965
2.7095,0.932466
2.7096,0.930967
2.7097,0.929468
2.7097,0.927968
2.7098,0.926469
2.7098,0.924969
2.7099,0.923471
2.7509,0.923469
2.792,0.921969
2.7921,0.92047
2.7921,0.918971
2.7922,0.917471
2.7922,0.915972
2.7923,0.914473
2.8333,0.914472
2.8742,0.914471
2.9153,0.91447
2.9563,0.914469
2.9973,0.914468
3.0384,0.914466
3.0794,0.914466
3.1204,0.914465
3.1614,0.914464
3.2024,0.914463
3.2434,0.914462
3.2844,0.914461
3.3254,0.91446
3.3665,0.914459
3.4075,0.914458
3.4485,0.914457
3.4895,0.914456
3.5305,0.914455
3.5715,0.914453
3.6125,0.914452
3.6535,0.914451
3.6945,0.91445
3.7356,0.914449
3.7766,0.914447
3.8176,0.914447
3.8586,0.914445
3.8996,0.914445
3.9405,0.914444
3.9816,0.914443
4.0226,0.914442
4.0637,0.914441
4.0637,0.912942
4.0638,0.911443
4.0638,0.909943
4.1049,0.908443
4.1459,0.908441
4.1869,0.908441
4.228,0.908439
4.269,0.90694
4.31,0.906939
4.351,0.906938
4.3921,0.906937
4.4331,0.906936
4.4331,0.905436
4.4742,0.903936
4.4743,0.902437
4.5152,0.902436
4.5564,0.900936
4.5974,0.899435
4.6383,0.899434
4.6795,0.897934
4.7205,0.897933
4.7614,0.897932
4.8025,0.897931
4.8436,0.89793
4.8436,0.896431
4.8437,0.894931
4.8848,0.893431
4.9258,0.89343
4.9668,0.893429
4.9668,0.89193
4.9668,0.890431
5.008,0.88893
5.049,0.888929
5.09,0.888928
5.131,0.888927
5.1721,0.887427
5.2131,0.887426
5.2132,0.885927
5.2542,0.884426
5.2543,0.882927
5.2953,0.882926
5.2953,0.881427
5.3364,0.879927
5.3365,0.878427
5.3776,0.876926
5.3776,0.875428
5.3777,0.873929
5.3778,0.872429
5.3778,0.87093
5.3779,0.869431
5.3779,0.867932
5.378,0.866432
5.378,0.864933
5.378,0.863434
5.3782,0.861935
5.4193,0.860434
