0,1
0.2051,0.998493
0.2051,0.999995
0.2051,1.001496
0.2461,1.001495
0.2871,1.001494
0.3281,0.999992
0.3691,0.99999
0.4101,0.99999
0.4511,0.999989
0.4921,0.999988
0.5332,0.999987
0.5742,0.999986
0.6152,0.999985
0.6562,1.001485
0.6972,1.001484
0.7382,1.001482
0.7792,1.001482
0.8202,1.001481
0.8612,1.00148
0.9022,1.001479
0.9433,1.001478
0.9843,1.001477
1.0253,1.001476
1.0663,1.001475
1.1073,1.001474
1.1482,1.001473
1.1893,1.001472
1.2303,1.001471
1.2713,1.00147
1.3124,1.001469
1.3534,1.001468
1.3944,1.001467
1.4354,1.001466
1.4764,1.001465
1.5173,1.001464
1.5584,1.001463
1.5995,1.001461
1.6404,1.00146
1.6815,1.001459
1.7225,0.999957
1.7635,0.999956
1.8045,0.999955
1.8455,0.999954
1.8864,0.999952
1.9275,0.999952
1.9686,0.99995
2.0096,0.99995
2.0506,0.999949
2.0916,0.999948
2.1326,0.998445
2.1736,0.998444
2.2146,0.996942
2.2556,0.995439
2.2967,0.995438
2.3377,0.993935
2.3787,0.993934
2.4197,0.992432
2.4607,0.992431
2.4607,0.990929
2.5017,0.989426
2.5427,0.989426
2.5836,0.987923
2.6247,0.986421
2.6247,0.984919
2.6247,0.983418
2.6247,0.981916
2.6658,0.980414
2.7067,0.978911
2.7478,0.97891
2.7888,0.978909
2.8298,0.978908
2.8708,0.978907
2.8708,0.977406
2.9118,0.977405
2.9527,0.975901
2.9938,0.975901
3.0349,0.975899
3.0759,0.975899
3.1169,0.975897
3.1579,0.975897
3.1989,0.975896
3.2399,0.975895
3.2809,0.975894
3.3219,0.975893
3.363,0.975892
3.404,0.975891
3.445,0.97589
3.486,0.975889
3.527,0.975888
3.568,0.975887
3.609,0.975886
3.65,0.975885
3.6909,0.975884
3.7321,0.974381
3.7731,0.97438
3.8141,0.974379
3.8551,0.974378
3.8961,0.974377
3.9371,0.974376
3.9781,0.974375
4.0191,0.974374
4.0602,0.974373
4.1012,0.974372
4.1421,0.974371
4.1832,0.97437
4.2242,0.974369
